Land,Landkreis,Gemeinde-schlüssel,Gemeinde,Schneelastzone,Fußnote(n),DC,ZIP,comments
TH,Gotha,16067012,Ebenheim,3,,16067,,covered by DC rule!
TH,Gotha,16067013,Emleben,3,,16067,,covered by DC rule!
TH,Gotha,16067015,Ernstroda,3,,16067,,covered by DC rule!
TH,Gotha,16067016,Eschenbergen,2,,16067,,covered by DC rule!
TH,Gotha,16067017,Finsterbergen,3,,16067,,covered by DC rule!
TH,Gotha,16067019,Friedrichroda,3,,16067,,covered by DC rule!
TH,Gotha,16067021,Friedrichswerth,3,,16067,,covered by DC rule!
TH,Gotha,16067022,Friemar,2,,16067,,covered by DC rule!
TH,Gotha,16067023,Fröttstädt,3,,16067,,covered by DC rule!
TH,Gotha,16067024,Gamstädt,2,,16067,,covered by DC rule!
TH,Gotha,16067025,Georgenthal/Thür. Wald,3,,16067,,covered by DC rule!
TH,Gotha,16067026,Gierstädt,2,,16067,,covered by DC rule!
TH,Gotha,16067027,Goldbach,3,,16067,,covered by DC rule!
TH,Gotha,16067029,Gotha,3,,16067,,covered by DC rule!
TH,Gotha,16067031,Grabsleben,2,,16067,,covered by DC rule!
TH,Gotha,16067032,Gräfenhain,3,,16067,,covered by DC rule!
TH,Gotha,16067033,Großfahner,2,,16067,,covered by DC rule!
TH,Gotha,16067035,Haina,3,,16067,,covered by DC rule!
TH,Gotha,16067036,Herrenhof,3,,16067,,covered by DC rule!
TH,Gotha,16067037,Hochheim,2,,16067,,covered by DC rule!
TH,Gotha,16067038,Hörselgau,3,,16067,,covered by DC rule!
TH,Gotha,16067039,Hohenkirchen,3,,16067,,covered by DC rule!
TH,Gotha,16067041,Ingersleben,2,,16067,,covered by DC rule!
TH,Gotha,16067042,Laucha,3,,16067,,covered by DC rule!
TH,Gotha,16067044,Luisenthal,3,,16067,,covered by DC rule!
TH,Gotha,16067045,Mechterstädt,3,,16067,,covered by DC rule!
TH,Gotha,16067046,Metebach,3,,16067,,covered by DC rule!
TH,Gotha,16067047,Molschleben,2,,16067,,covered by DC rule!
TH,Gotha,16067048,Mühlberg,3,,16067,,covered by DC rule!
TH,Gotha,16067051,Neudietendorf,2,,16067,,covered by DC rule!
TH,Gotha,16067052,Nottleben,2,,16067,,covered by DC rule!
TH,Gotha,16067053,Ohrdruf,3,,16067,,covered by DC rule!
TH,Gotha,16067054,Petriroda,3,,16067,,covered by DC rule!
TH,Gotha,16067055,Pferdingsleben,2,,16067,,covered by DC rule!
TH,Gotha,16067056,Remstädt,3,,16067,,covered by DC rule!
TH,Gotha,16067059,Schwabhausen,3,,16067,,covered by DC rule!
TH,Gotha,16067062,Seebergen,3,,16067,,covered by DC rule!
TH,Gotha,16067063,Sonneborn,3,,16067,,covered by DC rule!
TH,Gotha,16067064,Tabarz/Thür. Wald,3,,16067,,covered by DC rule!
TH,Gotha,16067065,Tambach-Dietharz/Thür. Wald,3,,16067,,covered by DC rule!
TH,Gotha,16067066,Teutleben,3,,16067,,covered by DC rule!
TH,Gotha,16067067,Tonna,2,,16067,,covered by DC rule!
TH,Gotha,16067068,Tröchtelborn,2,,16067,,covered by DC rule!
TH,Gotha,16067069,Trügleben,3,,16067,,covered by DC rule!
TH,Gotha,16067071,Tüttleben,2,,16067,,covered by DC rule!
TH,Gotha,16067072,Waltershausen,3,,16067,,covered by DC rule!
TH,Gotha,16067073,Wandersleben,3,,16067,,covered by DC rule!
TH,Gotha,16067074,Wangenheim,3,,16067,,covered by DC rule!
TH,Gotha,16067075,Warza,2,,16067,,covered by DC rule!
TH,Gotha,16067077,Weingarten,3,,16067,,covered by DC rule!
TH,Gotha,16067078,Westhausen,2,,16067,,covered by DC rule!
TH,Gotha,16067081,Wölfis,3,,16067,,covered by DC rule!
TH,Gotha,16067082,Zimmernsupra,2,,16067,,covered by DC rule!
TH,Gotha,16067083,Leinatal,3,,16067,,covered by DC rule!
TH,Gotha,16067084,Emsetal,3,,16067,,covered by DC rule!
TH,Gotha,16067085,Günthersleben-Wechmar,3,,16067,,covered by DC rule!
TH,Sömmerda,alle,alle,2,,16068,,
TH,Hildburghausen,alle,alle,2,,16069,,
TH,Ilm-Kreis,16070001,Alkersleben,2,,16070,,DC rule (DC 16070)
TH,Ilm-Kreis,16070002,Altenfeld,3,,16070,,covered by DC rule!
TH,Ilm-Kreis,16070003,Angelroda,3,,16070,,covered by DC rule!
TH,Ilm-Kreis,16070004,Arnstadt,3,,16070,,covered by DC rule!
TH,Ilm-Kreis,16070005,Böhlen,3,,16070,,covered by DC rule!
TH,Ilm-Kreis,16070006,Bösleben-Wüllersleben,2,,16070,,covered by DC rule!
TH,Ilm-Kreis,16070008,Dornheim,3,,16070,,covered by DC rule!
TH,Ilm-Kreis,16070011,Elgersburg,3,,16070,,covered by DC rule!
TH,Ilm-Kreis,16070012,Elleben,2,,16070,,covered by DC rule!
TH,Ilm-Kreis,16070013,Elxleben,2,,16070,,covered by DC rule!
TH,Ilm-Kreis,16070014,Frankenhain,3,,16070,,covered by DC rule!
TH,Ilm-Kreis,16070015,Frauenwald,3,,16070,,covered by DC rule!
TH,Ilm-Kreis,16070016,Friedersdorf,3,,16070,,covered by DC rule!
TH,Ilm-Kreis,16070017,Gehlberg,3,,16070,,covered by DC rule!
TH,Ilm-Kreis,16070018,Gehren,3,,16070,,covered by DC rule!
TH,Ilm-Kreis,16070019,Geraberg,3,,16070,,covered by DC rule!
TH,Ilm-Kreis,16070021,Geschwenda,3,,16070,,covered by DC rule!
TH,Ilm-Kreis,16070022,Gillersdorf,3,,16070,,covered by DC rule!
TH,Ilm-Kreis,16070023,Gossel,3,,16070,,covered by DC rule!
TH,Ilm-Kreis,16070024,Gräfenroda,3,,16070,,covered by DC rule!
TH,Ilm-Kreis,16070025,Großbreitenbach,3,,16070,,covered by DC rule!
TH,Ilm-Kreis,16070027,Herschdorf,3,,16070,,covered by DC rule!
TH,Ilm-Kreis,16070028,Ichtershausen,2,,16070,,covered by DC rule!
TH,Ilm-Kreis,16070029,Ilmenau,3,,16070,,covered by DC rule!
TH,Ilm-Kreis,16070031,Kirchheim,2,,16070,,covered by DC rule!
TH,Ilm-Kreis,16070032,Langewiesen,3,,16070,,covered by DC rule!
TH,Ilm-Kreis,16070033,Liebenstein,3,,16070,,covered by DC rule!
TH,Ilm-Kreis,16070034,Martinroda,3,,16070,,covered by DC rule!
TH,Ilm-Kreis,16070035,Möhrenbach,3,,16070,,covered by DC rule!
TH,Ilm-Kreis,16070037,Neusiß,3,,16070,,covered by DC rule!
TH,Ilm-Kreis,16070038,Neustadt am Rennsteig,3,,16070,,covered by DC rule!
TH,Ilm-Kreis,16070041,Osthausen-Wülfershausen,2,,16070,,covered by DC rule!
TH,Ilm-Kreis,16070042,Pennewitz,3,,16070,,covered by DC rule!
TH,Ilm-Kreis,16070043,Plaue,3,,16070,,covered by DC rule!
TH,Ilm-Kreis,16070044,Rockhausen,2,,16070,,covered by DC rule!
TH,Ilm-Kreis,16070046,Schmiedefeld am Rennsteig,3,,16070,,covered by DC rule!
TH,Ilm-Kreis,16070048,Stadtilm,3,,16070,,covered by DC rule!
TH,Ilm-Kreis,16070049,Stützerbach,3,,16070,,covered by DC rule!
TH,Ilm-Kreis,16070051,Wachsenburggemeinde,3,,16070,,covered by DC rule!
TH,Ilm-Kreis,16070052,Wildenspring,3,,16070,,covered by DC rule!
TH,Ilm-Kreis,16070053,Wipfratal,3,,16070,,covered by DC rule!
TH,Ilm-Kreis,16070054,Witzleben,2,,16070,,covered by DC rule!
TH,Ilm-Kreis,16070055,Wolfsberg,3,,16070,,covered by DC rule!
TH,Ilm-Kreis,16070056,Ilmtal,3,,16070,,covered by DC rule!
TH,Weimarer Land,alle,alle,2,,16071,,
TH,Sonneberg,16072001,Bachfeld,2,,16072,,DC rule (DC 16072)
TH,Sonneberg,16072002,Effelder-Rauenstein,2,,16072,,covered by DC rule!
TH,Sonneberg,16072005,Föritz,2,,16072,,covered by DC rule!
TH,Sonneberg,16072006,Goldisthal,3,,16072,,covered by DC rule!
TH,Sonneberg,16072009,Judenbach,3,,16072,,covered by DC rule!
TH,Sonneberg,16072011,Lauscha,3,,16072,,covered by DC rule!
TH,Sonneberg,16072012,Mengersgereuth-Hämmern,2,,16072,,covered by DC rule!
TH,Sonneberg,16072013,Neuhaus am Rennweg,3,,16072,,covered by DC rule!
TH,Sonneberg,16072014,Neuhaus-Schierschnitz,2,,16072,,covered by DC rule!
TH,Sonneberg,16072015,Schalkau,2,,16072,,covered by DC rule!
TH,Sonneberg,16072016,Scheibe-Alsbach,3,,16072,,covered by DC rule!
TH,Sonneberg,16072017,Siegmundsburg,2,,16072,,covered by DC rule!
TH,Sonneberg,16072018,Sonneberg,2,,16072,,covered by DC rule!
TH,Sonneberg,16072019,Steinach,3,,16072,,covered by DC rule!
TH,Sonneberg,16072021,Steinheid,3,,16072,,covered by DC rule!
TH,Sonneberg,16072022,Oberland am Rennsteig,3,,16072,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073001,Allendorf,3,,16073,,DC rule (DC 16073)
TH,Saalfeld-Rudolstadt,16073002,Altenbeuthen,3,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073004,Arnsgereuth,3,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073005,Bad Blankenburg,3,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073006,Bechstedt,3,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073009,Birkigt,3,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073013,Cursdorf,3,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073014,Deesbach,3,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073017,Döschnitz,3,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073021,Dröbischau,3,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073027,Goßwitz,3,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073028,Gräfenthal,3,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073029,Großkochberg,2,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073032,Heilingen,2,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073035,Hohenwarte,3,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073036,Kamsdorf,3,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073037,Katzhütte,3,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073038,Kaulsdorf,3,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073042,Königsee,3,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073043,Könitz,3,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073045,Lausnitz b. Pößneck,3,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073046,Lehesten,3,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073049,Lichte,3,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073051,Lichtenhain/Bergbahn,3,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073054,Mellenbach-Glasbach,3,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073055,Meura,3,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073056,Meuselbach-Schwarzmühle,3,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073063,Oberhain,3,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073065,Oberweißbach/Thür. Wald,3,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073066,Piesau,3,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073067,Probstzella,3,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073068,Reichmannsdorf,3,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073074,Rohrbach,3,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073075,Rottenbach,3,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073076,Rudolstadt,3,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073077,Saalfeld/Saale,3,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073079,Schmiedefeld,3,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073082,Schwarzburg,3,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073084,Sitzendorf,3,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073092,Uhlstädt-Kirchhasel,2,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073094,Unterweißbach,3,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073095,Unterwellenborn,3,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073101,Wittgendorf,3,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073105,Remda-Teichel,2,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073106,Leutenberg,3,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073107,Drognitz,3,,16073,,covered by DC rule!
TH,Saalfeld-Rudolstadt,16073108,Saalfelder Höhe,3,,16073,,covered by DC rule!
TH,Saale-Holzland-Kreis,alle,alle,2,,alle,,
TH,Saale-Orla-Kreis,16075002,Birkenhügel,3,,16075,,DC rule (DC 16075)
TH,Saale-Orla-Kreis,16075003,Blankenberg,3,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075004,Blankenstein,3,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075006,Bodelwitz,2,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075007,Breitenhain,2,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075008,Bucha,3,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075009,Burgk,3,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075012,Chursdorf,2,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075013,Crispendorf,3,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075014,Dittersdorf,2,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075016,Döbritz,2,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075017,Dragensdorf,2,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075018,Dreba,2,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075019,Dreitzsch,2,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075023,Eßbach,3,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075029,Geroda,2,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075031,Gertewitz,2,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075033,Görkwitz,3,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075034,Göschitz,2,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075035,Gössitz,3,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075039,Grobengereuth,2,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075042,Harra,3,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075046,Hirschberg,3,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075047,Keila,3,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075048,Kirschkau,2,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075049,Knau,3,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075051,Kospoda,2,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075054,Langenorla,2,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075056,Lausnitz b. Neustadt an der Orla,2,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075057,Lemnitz,2,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075061,Linda b. Neustadt an der Orla,2,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075062,Lobenstein,3,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075063,Löhma,2,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075065,Miesitz,2,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075066,Mittelpöllnitz,2,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075068,Moßbach,2,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075069,Moxa,3,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075071,Neundorf (bei Lobenstein),3,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075072,Neundorf (bei Schleiz),3,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075073,Neustadt an der Orla,2,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075074,Nimritz,2,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075075,Oberoppurg,2,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075076,Oettersdorf,2,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075077,Oppurg,2,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075079,Paska,3,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075081,Peuschen,3,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075082,Pillingsdorf,2,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075083,Plothen,2,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075084,Pörmitz,2,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075085,Pößneck,2,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075086,Pottiga,3,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075087,Quaschwitz,2,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075088,Ranis,3,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075093,Rosendorf,2,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075096,Saalburg-Ebersdorf,3,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075097,Schlegel,3,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075098,Schleiz,3,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075099,Schmieritz,2,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075101,Schmorda,3,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075102,Schöndorf,3,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075103,Seisla,3,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075105,Solkwitz,2,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075106,Stanau,2,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075109,Tegau,2,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075114,Tömmelsdorf,2,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075116,Triptis,2,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075119,Volkmannsdorf,3,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075121,Weira,2,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075124,Wernburg,3,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075125,Wilhelmsdorf,3,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075127,Ziegenrück,3,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075129,Krölpa,3,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075131,Gefell,3,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075132,Tanna,3,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075133,Wurzbach,3,,16075,,covered by DC rule!
TH,Saale-Orla-Kreis,16075134,Remptendorf,3,,16075,,covered by DC rule!
TH,Greiz,alle,alle,2,,alle,,
TH,Altenburger Land,alle,alle,2,,alle,,
