Land,Landkreis,Gemeinde-schlüssel,Gemeinde,Schneelastzone nach DIN EN 1991 Teil 1-3 ,wichtige Hinweise,DC,ZIP,comments
BY,Kulmbach,09477163,Wirsberg,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09477,,covered by DC rule
BY,Kulmbach,09477164,Wonsees,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09477,,covered by DC rule
BY,Lichtenfels,alle,alle,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09478,,
BY,Wunsiedel i. Fichtelgebirge,alle,alle,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09479,,
BY,Ansbach,09561000,Ansbach,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09561,,
BY,Erlangen,09562000,Erlangen,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09562,,
BY,Fürth,09563000,Fürth,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09563,,
BY,Nürnberg,09564000,Nürnberg,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09564,,
BY,Schwabach,09565000,Schwabach,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09565,,
BY,Ansbach,09571111,Adelshofen,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571113,Arberg,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,default zone is 2
BY,Ansbach,09571114,Aurach,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571115,Bechhofen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571122,Bruckberg,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571125,Buch a. Wald,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571127,Burgoberbach,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571128,Burk,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571130,Colmberg,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571132,Dentlein a. Forst,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571134,Diebach,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571135,Dietenhofen,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571136,Dinkelsbühl,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571137,Dombühl,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571139,Dürrwangen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571141,Ehingen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571145,Feuchtwangen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571146,Flachslanden,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571152,Gebsattel,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571154,Gerolfingen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571155,Geslau,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571165,Heilsbronn,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571166,Herrieden,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571169,Insingen,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571170,Langfurth,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571171,Lehrberg,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571174,Leutershausen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571175,Lichtenau,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571177,Merkendorf,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571178,Mitteleschenbach,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571179,Mönchsroth,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571180,Neuendettelsau,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571181,Neusitz,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571183,Oberdachstetten,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571188,Ohrenbach,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571189,Ornbau,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571190,Petersaurach,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571192,Röckingen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571193,Rothenburg ob der Tauber,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571194,Rügland,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571196,Sachsen b. Ansbach,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571198,Schillingsfürst,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571199,Schnelldorf,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571200,Schopfloch,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571205,Steinsfeld,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571208,Unterschwaningen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571214,Wassertrüdingen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571216,Weidenbach,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571217,Weihenzell,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571218,Weiltingen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571222,Wettringen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571223,Wieseth,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571224,Wilburgstetten,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571225,Windelsbach,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571226,Windsbach,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571227,Wittelshofen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571228,Wörnitz,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571229,Wolframs-Eschenbach,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Ansbach,09571451,Unterer Wald,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09571,,covered by DC rule
BY,Erlangen-Höchstadt,alle,alle ,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",,,
BY,Erlangen-Höchstadt,09572111,Adelsdorf,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09572,,covered by DC rule
BY,Erlangen-Höchstadt,09572114,Aurachtal,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09572,,default zone is 1
BY,Erlangen-Höchstadt,09572115,Baiersdorf,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09572,,covered by DC rule
BY,Erlangen-Höchstadt,09572119,Bubenreuth,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09572,,covered by DC rule
BY,Erlangen-Höchstadt,09572120,Buckenhof,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09572,,covered by DC rule
BY,Erlangen-Höchstadt,09572121,Eckental,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09572,,covered by DC rule
BY,Erlangen-Höchstadt,09572126,Gremsdorf,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09572,,covered by DC rule
BY,Erlangen-Höchstadt,09572127,Großenseebach,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09572,,covered by DC rule
BY,Erlangen-Höchstadt,09572130,Hemhofen,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09572,,covered by DC rule
BY,Erlangen-Höchstadt,09572131,Heroldsberg,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09572,,covered by DC rule
BY,Erlangen-Höchstadt,09572132,Herzogenaurach,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09572,,covered by DC rule
BY,Erlangen-Höchstadt,09572133,Heßdorf,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09572,,covered by DC rule
BY,Erlangen-Höchstadt,09572135,Höchstadt a.d. Aisch,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09572,,covered by DC rule
BY,Erlangen-Höchstadt,09572137,Kalchreuth,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09572,,covered by DC rule
BY,Erlangen-Höchstadt,09572139,Lonnerstadt,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09572,,covered by DC rule
BY,Erlangen-Höchstadt,09572141,Marloffstein,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09572,,covered by DC rule
BY,Erlangen-Höchstadt,09572142,Möhrendorf,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09572,,covered by DC rule
BY,Erlangen-Höchstadt,09572143,Mühlhausen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09572,,covered by DC rule
BY,Erlangen-Höchstadt,09572147,Oberreichenbach,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09572,,covered by DC rule
BY,Erlangen-Höchstadt,09572149,Röttenbach,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09572,,covered by DC rule
BY,Erlangen-Höchstadt,09572154,Spardorf,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09572,,covered by DC rule
BY,Erlangen-Höchstadt,09572158,Uttenreuth,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09572,,covered by DC rule
BY,Erlangen-Höchstadt,09572159,Vestenbergsgreuth,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09572,,covered by DC rule
BY,Erlangen-Höchstadt,09572160,Wachenroth,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09572,,covered by DC rule
BY,Erlangen-Höchstadt,09572164,Weisendorf,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09572,,covered by DC rule
BY,Erlangen-Höchstadt,09572451,Birkach,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09572,,covered by DC rule
BY,Erlangen-Höchstadt,09572452,Buckenhofer Forst,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09572,,covered by DC rule
BY,Erlangen-Höchstadt,09572453,Dormitzer Forst,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09572,,covered by DC rule
BY,Erlangen-Höchstadt,09572454,Erlenstegener Forst,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09572,,covered by DC rule
BY,Erlangen-Höchstadt,09572455,Forst Tennenlohe,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09572,,covered by DC rule
BY,Erlangen-Höchstadt,09572456,Geschaidt,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09572,,covered by DC rule
BY,Erlangen-Höchstadt,09572457,Kalchreuther Forst,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09572,,covered by DC rule
BY,Erlangen-Höchstadt,09572458,Kraftshofer Forst,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09572,,covered by DC rule
BY,Erlangen-Höchstadt,09572459,Mark,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09572,,covered by DC rule
BY,Erlangen-Höchstadt,09572460,Neunhofer Forst,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09572,,covered by DC rule
BY,Fürth,alle,alle,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09573,,
BY,Nürnberger Land,09574111,Alfeld,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09574,,covered by DC rule
BY,Nürnberger Land,09574112,Altdorf b. Nürnberg,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09574,,default zone is 1
