Land,Landkreis,Gemeinde-schlüssel,Gemeinde,Schneelastzone,Fußnote(n),DC,ZIP,comments
SL,Stadtverband Saarbrücken,alle,alle,2,,10041,,
SL,Merzig-Wadern,alle,alle,2,,10042,,
SL,Neunkirchen,alle,alle,2,,10043,,
SL,Saarlouis,alle,alle,2,,10044,,
SL,Saarpfalz-Kreis,alle,alle,2,,10045,,
SL,St.Wendel,alle,alle,2,,10046,,
